"﻿head","tail","relation","weight"
"BaseMeasure:Outliers Detection","QualityDimension:Accuracy","CALCULATES","0.84"
"Attribute:age","BaseMeasure:Format Validity","HAS_BASEMEASURE",""
"BaseMeasure:Format Validity","QualityDimension:Availability","CALCULATES","0.12"
"QualityDimension:Availability","DataContext:Instagram","RELATED_TO","0.601667"
"BaseMeasure:Data Comparison","QualityDimension:Availability","CALCULATES","0.4"
"BaseMeasure:Data Comparison","QualityDimension:Availability","CALCULATES","0.59"
"BaseMeasure:Range Check","QualityDimension:Availability","CALCULATES","0.28"
"Attribute:education","BaseMeasure:Range Check","HAS_BASEMEASURE",""
"BaseMeasure:Range Check","QualityDimension:Availability","CALCULATES","0.65"
"Attribute:gender","BaseMeasure:Duplication Check","HAS_BASEMEASURE",""
"BaseMeasure:Duplication Check","QualityDimension:Availability","CALCULATES","0.37"
"BaseMeasure:Range Check","QualityDimension:Completeness","CALCULATES","0.24"
"QualityDimension:Completeness","DataContext:Instagram","RELATED_TO","0.635"
"Attribute:relationship_status","BaseMeasure:Data Inconsistency","HAS_BASEMEASURE",""
"BaseMeasure:Data Inconsistency","QualityDimension:Completeness","CALCULATES","0.58"
"Attribute:timestamp","BaseMeasure:Data Inconsistency","HAS_BASEMEASURE",""
"BaseMeasure:Data Inconsistency","QualityDimension:Completeness","CALCULATES","0.28"
"Attribute:user_id","BaseMeasure:Outliers Detection","HAS_BASEMEASURE",""
"BaseMeasure:Outliers Detection","QualityDimension:Completeness","CALCULATES","0.62"
"BaseMeasure:Outliers Detection","QualityDimension:Consistency","CALCULATES","0.48"
"QualityDimension:Consistency","DataContext:Instagram","RELATED_TO","0.516"
"BaseMeasure:Data Inconsistency","QualityDimension:Consistency","CALCULATES","0.74"
"Attribute:relationship_status","BaseMeasure:Format Validity","HAS_BASEMEASURE",""
"BaseMeasure:Format Validity","QualityDimension:Consistency","CALCULATES","0.53"
"Attribute:education","BaseMeasure:Missing Values","HAS_BASEMEASURE",""
"BaseMeasure:Missing Values","QualityDimension:Consistency","CALCULATES","0.51"
"BaseMeasure:Format Validity","QualityDimension:Consistency","CALCULATES","0.8"
"Attribute:post_id","BaseMeasure:Format Validity","HAS_BASEMEASURE",""
"BaseMeasure:Format Validity","QualityDimension:Correctness","CALCULATES","0.97"
"QualityDimension:Correctness","DataContext:Instagram","RELATED_TO","0.694286"
"Attribute:gender","BaseMeasure:Outliers Detection","HAS_BASEMEASURE",""
"BaseMeasure:Outliers Detection","QualityDimension:Correctness","CALCULATES","0.4"
"Attribute:gender","BaseMeasure:Range Check","HAS_BASEMEASURE",""
"BaseMeasure:Range Check","QualityDimension:Correctness","CALCULATES","0.38"
"BaseMeasure:Data Inconsistency","QualityDimension:Correctness","CALCULATES","0.91"
"Attribute:interests","BaseMeasure:Data Inconsistency","HAS_BASEMEASURE",""
"BaseMeasure:Data Inconsistency","QualityDimension:Correctness","CALCULATES","0.3"
"Attribute:relationship_status","BaseMeasure:Duplication Check","HAS_BASEMEASURE",""
"BaseMeasure:Duplication Check","QualityDimension:Correctness","CALCULATES","0.21"
"BaseMeasure:Data Comparison","QualityDimension:Correctness","CALCULATES","0.87"
"BaseMeasure:Data Entry Error","QualityDimension:Currency","CALCULATES","0.38"
"QualityDimension:Currency","DataContext:Instagram","RELATED_TO","0.425"
"Attribute:content","BaseMeasure:Missing Values","HAS_BASEMEASURE",""
"BaseMeasure:Missing Values","QualityDimension:Currency","CALCULATES","0.6"
"Attribute:comments","BaseMeasure:Cross-Field Validation","HAS_BASEMEASURE",""
"BaseMeasure:Cross-Field Validation","QualityDimension:Currency","CALCULATES","0.85"
"BaseMeasure:Duplication Check","QualityDimension:Currency","CALCULATES","0.25"
"BaseMeasure:Data Entry Error","QualityDimension:Currency","CALCULATES","0.5"
"BaseMeasure:Missing Values","QualityDimension:Currency","CALCULATES","0.35"
"BaseMeasure:Range Check","QualityDimension:Currency","CALCULATES","0.71"
"Attribute:education","BaseMeasure:Format Validity","HAS_BASEMEASURE",""
"BaseMeasure:Format Validity","QualityDimension:Currency","CALCULATES","0.98"
"Attribute:gender","BaseMeasure:Data Comparison","HAS_BASEMEASURE",""
"BaseMeasure:Data Comparison","QualityDimension:Interpretability","CALCULATES","0.96"
"QualityDimension:Interpretability","DataContext:Instagram","RELATED_TO","0.486667"
"Attribute:interests","BaseMeasure:Outliers Detection","HAS_BASEMEASURE",""
"BaseMeasure:Outliers Detection","QualityDimension:Interpretability","CALCULATES","0.79"
"Attribute:interests","BaseMeasure:Range Check","HAS_BASEMEASURE",""
"BaseMeasure:Range Check","QualityDimension:Interpretability","CALCULATES","0.31"
"BaseMeasure:Cross-Field Validation","QualityDimension:Relevance","CALCULATES","0.77"
"QualityDimension:Relevance","DataContext:Instagram","RELATED_TO","0.6225"
"BaseMeasure:Format Validity","QualityDimension:Relevance","CALCULATES","0.35"
"BaseMeasure:Missing Values","QualityDimension:Relevance","CALCULATES","0.92"
"BaseMeasure:Missing Values","QualityDimension:Relevance","CALCULATES","0.84"
"Attribute:age","BaseMeasure:Duplication Check","HAS_BASEMEASURE",""
"BaseMeasure:Duplication Check","QualityDimension:Security","CALCULATES","0.58"
"QualityDimension:Security","DataContext:Instagram","RELATED_TO","0.59"
"BaseMeasure:Missing Values","QualityDimension:Security","CALCULATES","0.5"
"BaseMeasure:Data Inconsistency","QualityDimension:Security","CALCULATES","0.1"
"Attribute:location","BaseMeasure:Format Validity","HAS_BASEMEASURE",""
"BaseMeasure:Format Validity","QualityDimension:Timeliness","CALCULATES","0.55"
"QualityDimension:Timeliness","DataContext:Instagram","RELATED_TO","0.686667"
"Attribute:occupation","BaseMeasure:Missing Values","HAS_BASEMEASURE",""
"BaseMeasure:Missing Values","QualityDimension:Timeliness","CALCULATES","0.8"
"BaseMeasure:Missing Values","QualityDimension:Timeliness","CALCULATES","0.32"
"BaseMeasure:Null Count","QualityDimension:Traceability","CALCULATES","0.43"
"QualityDimension:Traceability","DataContext:Instagram","RELATED_TO","0.468"
"Attribute:timestamp","BaseMeasure:Data Entry Error","HAS_BASEMEASURE",""
"BaseMeasure:Data Entry Error","QualityDimension:Traceability","CALCULATES","0.65"
"Attribute:likes","BaseMeasure:Data Comparison","HAS_BASEMEASURE",""
"BaseMeasure:Data Comparison","QualityDimension:Traceability","CALCULATES","0.64"
"BaseMeasure:Range Check","QualityDimension:Traceability","CALCULATES","0.37"
"Attribute:gender","BaseMeasure:Cross-Field Validation","HAS_BASEMEASURE",""
"BaseMeasure:Cross-Field Validation","QualityDimension:Traceability","CALCULATES","0.7"
"BaseMeasure:Cross-Field Validation","QualityDimension:Understandability","CALCULATES","0.87"
"QualityDimension:Understandability","DataContext:Instagram","RELATED_TO","0.46"
"Attribute:likes","BaseMeasure:Data Entry Error","HAS_BASEMEASURE",""
"BaseMeasure:Data Entry Error","QualityDimension:Understandability","CALCULATES","0.6"
"BaseMeasure:Format Validity","QualityDimension:Understandability","CALCULATES","0.5"
"Attribute:occupation","BaseMeasure:Null Count","HAS_BASEMEASURE",""
"BaseMeasure:Null Count","QualityDimension:Understandability","CALCULATES","0.95"
"BaseMeasure:Format Validity","QualityDimension:Understandability","CALCULATES","0.48"
"Attribute:user_id","BaseMeasure:Data Comparison","HAS_BASEMEASURE",""
"BaseMeasure:Data Comparison","QualityDimension:Usability","CALCULATES","0.97"
"QualityDimension:Usability","DataContext:Instagram","RELATED_TO","0.433333"
"Attribute:comments","BaseMeasure:Format Validity","HAS_BASEMEASURE",""
"BaseMeasure:Format Validity","QualityDimension:Usability","CALCULATES","0.58"
"Attribute:comments","BaseMeasure:Missing Values","HAS_BASEMEASURE",""
"BaseMeasure:Missing Values","QualityDimension:Usability","CALCULATES","0.37"
"Attribute:occupation","BaseMeasure:Data Inconsistency","HAS_BASEMEASURE",""
"BaseMeasure:Data Inconsistency","QualityDimension:Usability","CALCULATES","0.48"
"Attribute:gender","BaseMeasure:Format Validity","HAS_BASEMEASURE",""
"BaseMeasure:Format Validity","QualityDimension:Usability","CALCULATES","0.2"
"BaseMeasure:Format Validity","QualityDimension:Usability","CALCULATES","0.4"
"Attribute:Policy status","BaseMeasure:Range Check","HAS_BASEMEASURE",""
"BaseMeasure:Range Check","QualityDimension:Accessibility","CALCULATES","0.24"
"QualityDimension:Accessibility","DataContext:Insurance Policy System","RELATED_TO","0.504"
"Attribute:Payment history","BaseMeasure:Missing Values","HAS_BASEMEASURE",""
"BaseMeasure:Missing Values","QualityDimension:Accessibility","CALCULATES","0.69"
"Attribute:Coverage end date","BaseMeasure:Data Comparison","HAS_BASEMEASURE",""
"BaseMeasure:Data Comparison","QualityDimension:Accessibility","CALCULATES","0.87"
"Attribute:Coverage start date","BaseMeasure:Data Inconsistency","HAS_BASEMEASURE",""
"BaseMeasure:Data Inconsistency","QualityDimension:Accessibility","CALCULATES","0.95"
"Attribute:Deductible amount","BaseMeasure:Missing Values","HAS_BASEMEASURE",""
"BaseMeasure:Missing Values","QualityDimension:Accessibility","CALCULATES","0.7"
"Attribute:Policy holder name","BaseMeasure:Outliers Detection","HAS_BASEMEASURE",""
"BaseMeasure:Outliers Detection","QualityDimension:Accuracy","CALCULATES","0.8"
"QualityDimension:Accuracy","DataContext:Insurance Policy System","RELATED_TO","0.82"
"Attribute:Insured item value","BaseMeasure:Cross-Field Validation","HAS_BASEMEASURE",""
"BaseMeasure:Cross-Field Validation","QualityDimension:Accuracy","CALCULATES","0.45"
"Attribute:Insured item","BaseMeasure:Data Comparison","HAS_BASEMEASURE",""
"BaseMeasure:Data Comparison","QualityDimension:Availability","CALCULATES","0.58"
"QualityDimension:Availability","DataContext:Insurance Policy System","RELATED_TO","0.5275"
"Attribute:Insured item","BaseMeasure:Format Validity","HAS_BASEMEASURE",""
"BaseMeasure:Format Validity","QualityDimension:Availability","CALCULATES","0.53"
"Attribute:Insured item value","BaseMeasure:Null Count","HAS_BASEMEASURE",""
"BaseMeasure:Null Count","QualityDimension:Availability","CALCULATES","0.69"
"Attribute:Payment history","BaseMeasure:Data Comparison","HAS_BASEMEASURE",""
"BaseMeasure:Data Comparison","QualityDimension:Availability","CALCULATES","0.1"
"BaseMeasure:Outliers Detection","QualityDimension:Completeness","CALCULATES","0.12"
"QualityDimension:Completeness","DataContext:Insurance Policy System","RELATED_TO","0.3"
"Attribute:Insured item value","BaseMeasure:Outliers Detection","HAS_BASEMEASURE",""
"BaseMeasure:Outliers Detection","QualityDimension:Consistency","CALCULATES","0.66"
"QualityDimension:Consistency","DataContext:Insurance Policy System","RELATED_TO","0.6125"
"Attribute:Deductible amount","BaseMeasure:Duplication Check","HAS_BASEMEASURE",""
"BaseMeasure:Duplication Check","QualityDimension:Consistency","CALCULATES","0.9"
"Attribute:Coverage type","BaseMeasure:Data Entry Error","HAS_BASEMEASURE",""
"BaseMeasure:Data Entry Error","QualityDimension:Consistency","CALCULATES","0.63"
"Attribute:Coverage type","BaseMeasure:Outliers Detection","HAS_BASEMEASURE",""
"BaseMeasure:Outliers Detection","QualityDimension:Consistency","CALCULATES","0.4"
"Attribute:Deductible amount","BaseMeasure:Range Check","HAS_BASEMEASURE",""
"BaseMeasure:Range Check","QualityDimension:Correctness","CALCULATES","0.92"
"QualityDimension:Correctness","DataContext:Insurance Policy System","RELATED_TO","0.52"
"BaseMeasure:Data Comparison","QualityDimension:Correctness","CALCULATES","0.87"
"Attribute:Premium amount","BaseMeasure:Format Validity","HAS_BASEMEASURE",""
"BaseMeasure:Format Validity","QualityDimension:Correctness","CALCULATES","0.28"
"Attribute:Insured item value","BaseMeasure:Range Check","HAS_BASEMEASURE",""
"BaseMeasure:Range Check","QualityDimension:Currency","CALCULATES","0.39"
"QualityDimension:Currency","DataContext:Insurance Policy System","RELATED_TO","0.6"
"Attribute:Insured item","BaseMeasure:Missing Values","HAS_BASEMEASURE",""
"BaseMeasure:Missing Values","QualityDimension:Interpretability","CALCULATES","0.77"
"QualityDimension:Interpretability","DataContext:Insurance Policy System","RELATED_TO","0.535"
"Attribute:Premium amount","BaseMeasure:Duplication Check","HAS_BASEMEASURE",""
"BaseMeasure:Duplication Check","QualityDimension:Interpretability","CALCULATES","0.94"
"Attribute:Payment history","BaseMeasure:Data Entry Error","HAS_BASEMEASURE",""
"BaseMeasure:Data Entry Error","QualityDimension:Interpretability","CALCULATES","0.74"
"Attribute:Coverage type","BaseMeasure:Null Count","HAS_BASEMEASURE",""
"BaseMeasure:Null Count","QualityDimension:Interpretability","CALCULATES","0.15"
"Attribute:Coverage start date","BaseMeasure:Format Validity","HAS_BASEMEASURE",""
"BaseMeasure:Format Validity","QualityDimension:Interpretability","CALCULATES","0.61"
"BaseMeasure:Data Comparison","QualityDimension:Interpretability","CALCULATES","0.76"
"Attribute:Coverage end date","BaseMeasure:Cross-Field Validation","HAS_BASEMEASURE",""
"BaseMeasure:Cross-Field Validation","QualityDimension:Relevance","CALCULATES","0.11"
"QualityDimension:Relevance","DataContext:Insurance Policy System","RELATED_TO","0.738"
"Attribute:Coverage end date","BaseMeasure:Missing Values","HAS_BASEMEASURE",""
"BaseMeasure:Missing Values","QualityDimension:Relevance","CALCULATES","0.29"
"Attribute:Coverage end date","BaseMeasure:Outliers Detection","HAS_BASEMEASURE",""
"BaseMeasure:Outliers Detection","QualityDimension:Relevance","CALCULATES","0.68"
"Attribute:Policy holder name","BaseMeasure:Data Entry Error","HAS_BASEMEASURE",""
"BaseMeasure:Data Entry Error","QualityDimension:Relevance","CALCULATES","0.43"
"Attribute:Policy number","BaseMeasure:Cross-Field Validation","HAS_BASEMEASURE",""
"BaseMeasure:Cross-Field Validation","QualityDimension:Relevance","CALCULATES","0.97"
"Attribute:Payment history","BaseMeasure:Cross-Field Validation","HAS_BASEMEASURE",""
"BaseMeasure:Cross-Field Validation","QualityDimension:Security","CALCULATES","0.53"
"QualityDimension:Security","DataContext:Insurance Policy System","RELATED_TO","0.235"
"Attribute:Claim history","BaseMeasure:Data Entry Error","HAS_BASEMEASURE",""
"BaseMeasure:Data Entry Error","QualityDimension:Security","CALCULATES","0.16"
"Attribute:Coverage type","BaseMeasure:Range Check","HAS_BASEMEASURE",""
"BaseMeasure:Range Check","QualityDimension:Timeliness","CALCULATES","0.4"
"QualityDimension:Timeliness","DataContext:Insurance Policy System","RELATED_TO","0.484286"
"BaseMeasure:Range Check","QualityDimension:Timeliness","CALCULATES","0.99"
"Attribute:Deductible amount","BaseMeasure:Null Count","HAS_BASEMEASURE",""
"BaseMeasure:Null Count","QualityDimension:Timeliness","CALCULATES","0.58"
"Attribute:Policy holder name","BaseMeasure:Data Inconsistency","HAS_BASEMEASURE",""
"BaseMeasure:Data Inconsistency","QualityDimension:Timeliness","CALCULATES","0.78"
"Attribute:Policy holder name","BaseMeasure:Missing Values","HAS_BASEMEASURE",""
"BaseMeasure:Missing Values","QualityDimension:Timeliness","CALCULATES","0.27"
"Attribute:Insured item","BaseMeasure:Outliers Detection","HAS_BASEMEASURE",""
"BaseMeasure:Outliers Detection","QualityDimension:Timeliness","CALCULATES","0.78"
"Attribute:Insured item value","BaseMeasure:Data Entry Error","HAS_BASEMEASURE",""
"BaseMeasure:Data Entry Error","QualityDimension:Timeliness","CALCULATES","0.79"
"BaseMeasure:Missing Values","QualityDimension:Traceability","CALCULATES","0.75"
"QualityDimension:Traceability","DataContext:Insurance Policy System","RELATED_TO","0.465"
"Attribute:Claim history","BaseMeasure:Outliers Detection","HAS_BASEMEASURE",""
"BaseMeasure:Outliers Detection","QualityDimension:Traceability","CALCULATES","0.46"
"Attribute:Deductible amount","BaseMeasure:Data Inconsistency","HAS_BASEMEASURE",""
"BaseMeasure:Data Inconsistency","QualityDimension:Understandability","CALCULATES","0.52"
"QualityDimension:Understandability","DataContext:Insurance Policy System","RELATED_TO","0.53"
"Attribute:Policy status","BaseMeasure:Null Count","HAS_BASEMEASURE",""
"BaseMeasure:Null Count","QualityDimension:Understandability","CALCULATES","0.75"
"Attribute:Premium amount","BaseMeasure:Range Check","HAS_BASEMEASURE",""
"BaseMeasure:Range Check","QualityDimension:Understandability","CALCULATES","0.67"
"Attribute:Policy number","BaseMeasure:Data Inconsistency","HAS_BASEMEASURE",""
"BaseMeasure:Data Inconsistency","QualityDimension:Usability","CALCULATES","0.17"
"QualityDimension:Usability","DataContext:Insurance Policy System","RELATED_TO","0.295"
"Attribute:Policy holder name","BaseMeasure:Duplication Check","HAS_BASEMEASURE",""
"BaseMeasure:Duplication Check","QualityDimension:Usability","CALCULATES","0.93"
"BaseMeasure:Duplication Check","QualityDimension:Usability","CALCULATES","0.8"
"Attribute:Coverage start date","BaseMeasure:Outliers Detection","HAS_BASEMEASURE",""
"BaseMeasure:Outliers Detection","QualityDimension:Usability","CALCULATES","0.39"
"Attribute:UserID","BaseMeasure:Format Validity","HAS_BASEMEASURE",""
"BaseMeasure:Format Validity","QualityDimension:Accessibility","CALCULATES","0.52"
"QualityDimension:Accessibility","DataContext:Jira","RELATED_TO","0.34"
"Attribute:ResolvedDate","BaseMeasure:Outliers Detection","HAS_BASEMEASURE",""
"BaseMeasure:Outliers Detection","QualityDimension:Accessibility","CALCULATES","0.84"
"Attribute:Summary","BaseMeasure:Outliers Detection","HAS_BASEMEASURE",""
"BaseMeasure:Outliers Detection","QualityDimension:Accessibility","CALCULATES","0.37"
"Attribute:Summary","BaseMeasure:Range Check","HAS_BASEMEASURE",""
"BaseMeasure:Range Check","QualityDimension:Accuracy","CALCULATES","0.27"
"QualityDimension:Accuracy","DataContext:Jira","RELATED_TO","0.743333"
